"deal_rk","effective_from_date","effective_to_date","agreement_rk","account_rk","client_rk","department_rk","product_rk","product_name","deal_type_cd","deal_start_date","deal_name","deal_num","deal_sum","loan_holiday_type_cd","loan_holiday_start_date","loan_holiday_finish_date","loan_holiday_fact_finish_date","loan_holiday_finish_flg","loan_holiday_last_possible_date"
8412678,2023-01-01,2999-12-31,937997,3070732,216815,107,1629976,Ипотека,"4",2021-07-10,Ипотека,"117-583-755-974-210",5359582,"8",2023-01-01,,,false,2018-10-02
8198917,2023-01-01,2999-12-31,566281,3607466,277024,125,1851268,Кредит наличными со страховкой,"4",2020-07-15,Кредит наличными со страховкой,"544-184-865-525-593",2160780,"8",2023-01-01,,,false,2019-11-28
7647602,2023-01-01,2999-12-31,793158,3715064,495229,22,1678036,Автокредит,"5",2022-01-06,Автокредит,"916-848-468-163-350",2695904,"7",2023-01-01,,,false,2019-06-11
6859207,2023-01-01,2999-12-31,526012,3312377,486678,113,1872835,Кредит наличными,"8",2021-01-11,Кредит наличными,"494-323-636-644-321",2770220,"5",2023-01-01,,,false,2019-11-12
3410678,2023-01-01,2999-12-31,881679,3312394,207376,30,1395619,Кредит наличными со страховкой,"6",2021-01-11,Кредит наличными со страховкой,"217-540-659-347-322",1447959,"2",2023-01-01,,,false,2018-10-24
6709393,2023-01-01,2999-12-31,500091,3485428,393685,42,1030104,Кредит наличными со страховкой,"8",2020-07-15,Кредит наличными со страховкой,"621-694-256-858-419",3443136,"5",2023-01-01,,,false,2018-06-02
6705842,2023-01-01,2999-12-31,740984,3802640,194749,48,1402350,Ипотека,"8",2022-01-06,Ипотека,"682-622-146-172-534",2578884,"5",2023-01-01,,,false,2018-07-28
2971545,2023-01-01,2999-12-31,791157,3453979,136112,109,1816970,Кредит наличными,"3",2020-07-15,Кредит наличными,"759-896-465-732-253",5043264,"1",2023-01-01,,,false,2019-02-22
6791157,2023-01-01,2999-12-31,566239,3096278,261928,80,1187918,Автокредит,"8",2021-07-10,Автокредит,"546-898-923-760-851",2464165,"5",2023-01-01,,,false,2019-06-29
6169310,2023-01-01,2999-12-31,664002,3130566,173166,19,1599801,Автокредит,"8",2022-01-06,Автокредит,"415-673-469-953-980",2786221,"5",2023-01-01,,,false,2019-03-10
2960910,2023-01-01,2999-12-31,595506,3332635,293961,56,1183424,Ипотека,"3",2020-07-15,Ипотека,"389-315-805-628-185",3570957,"1",2023-01-01,,,false,2019-05-02
7565408,2023-01-01,2999-12-31,731517,3228099,478491,98,1352420,Ипотека,"5",2021-07-10,Ипотека,"306-496-637-613-716",4617368,"7",2023-01-01,,,false,2019-04-27
2679385,2023-01-01,2999-12-31,586757,3101930,156952,105,1210127,Кредит наличными,"3",2020-01-17,Кредит наличными,"187-675-457-746-135",3386702,"1",2023-01-01,,,false,2019-12-27
6783621,2023-01-01,2999-12-31,589449,3876277,170979,105,1982316,Ипотека,"8",2020-01-17,Ипотека,"288-351-886-765-133",5647790,"5",2023-01-01,,,false,2018-02-24
8398018,2023-01-01,2999-12-31,861782,3041407,495865,76,1457013,Кредит наличными,"4",2022-01-06,Кредит наличными,"347-634-911-449-982",4178661,"8",2023-01-01,,,false,2019-04-26
8772562,2023-01-01,2999-12-31,952442,3926145,180271,71,1686580,Кредит наличными,"4",2020-01-17,Кредит наличными,"693-348-896-611-772",3156210,"8",2023-01-01,,,false,2019-09-09
7244918,2023-01-01,2999-12-31,782838,3307771,205637,81,1081706,Ипотека,"5",2022-01-06,Ипотека,"576-234-863-341-138",4873115,"7",2023-01-01,,,false,2019-04-03
8345514,2023-01-01,2999-12-31,619847,3384452,291697,26,1279892,Кредит наличными,"4",2021-07-10,Кредит наличными,"694-265-328-278-385",938724,"8",2023-01-01,,,false,2018-09-03
3131676,2023-01-01,2999-12-31,772102,3315535,317698,80,1628288,Кредит наличными со страховкой,"6",2021-01-11,Кредит наличными со страховкой,"796-749-990-929-323",2512133,"2",2023-01-01,,,false,2018-05-09
2908927,2023-01-01,2999-12-31,588066,3756856,449589,43,1722188,Ипотека,"3",2020-01-17,Ипотека,"929-226-111-374-162",1531661,"1",2023-01-01,,,false,2018-01-30
2523227,2023-01-01,2999-12-31,987213,3557458,280090,11,1594218,Кредит наличными со страховкой,"3",2021-01-11,Кредит наличными со страховкой,"564-816-688-679-465",2318174,"1",2023-01-01,,,false,2019-09-15
8202178,2023-01-01,2999-12-31,531619,3888614,453827,56,1892158,Кредит наличными со страховкой,"4",2022-01-06,Кредит наличными со страховкой,"299-212-318-143-656",859049,"8",2023-01-01,,,false,2019-05-10
4221147,2023-01-01,2999-12-31,802356,3332852,194480,70,1650844,Ипотека,"1",2022-01-06,Ипотека,"179-290-628-831-575",1056204,"3",2023-01-01,,,false,2019-03-25
2552506,2023-01-01,2999-12-31,803778,3397848,228604,89,1256656,Кредит наличными,"3",2021-01-11,Кредит наличными,"754-637-225-227-309",2669840,"1",2023-01-01,,,false,2020-01-15
5181555,2023-01-01,2999-12-31,587169,3857909,358802,18,1063062,Автокредит,"2",2020-07-15,Автокредит,"348-876-591-704-749",959625,"4",2023-01-01,,,false,2019-03-27
3741361,2023-01-01,2999-12-31,967979,3605603,495878,94,1186153,Автокредит,"6",2021-07-10,Автокредит,"325-245-768-703-496",4236687,"2",2023-01-01,,,false,2018-04-17
8994052,2023-01-01,2999-12-31,823377,3216937,339084,104,1774773,Автокредит,"4",2020-01-17,Автокредит,"267-498-926-887-406",5211059,"8",2023-01-01,,,false,2018-03-12
7802949,2023-01-01,2999-12-31,834878,3417504,119135,90,1538892,Кредит наличными со страховкой,"5",2021-01-11,Кредит наличными со страховкой,"957-865-244-926-693",2100737,"7",2023-01-01,,,false,2018-07-25
3949493,2023-01-01,2999-12-31,553266,3910255,261400,24,1586118,Автокредит,"6",2021-01-11,Автокредит,"832-222-256-290-858",580070,"2",2023-01-01,,,false,2018-10-10
7202728,2023-01-01,2999-12-31,773528,3668673,353244,108,1227471,Кредит наличными,"5",2022-01-06,Кредит наличными,"354-229-202-273-909",1987769,"7",2023-01-01,,,false,2018-09-04
6645479,2023-01-01,2999-12-31,717080,3054927,339986,65,1231822,Автокредит,"8",2020-07-15,Автокредит,"694-154-974-144-937",4714499,"5",2023-01-01,,,false,2018-11-12
4826852,2023-01-01,2999-12-31,892392,3882145,428086,128,1532718,Кредит наличными со страховкой,"1",2020-07-15,Кредит наличными со страховкой,"520-181-768-435-817",2291372,"3",2023-01-01,,,false,2018-03-21
8359556,2023-01-01,2999-12-31,691921,3224542,105033,76,1155116,Кредит наличными,"4",2022-01-06,Кредит наличными,"259-369-444-127-709",4699159,"8",2023-01-01,,,false,2018-10-11
3441823,2023-01-01,2999-12-31,662317,3690033,279276,82,1826133,Автокредит,"6",2021-01-11,Автокредит,"620-642-138-239-823",3761764,"2",2023-01-01,,,false,2018-10-14
2134597,2023-01-01,2999-12-31,918614,3128618,441785,80,1412645,Кредит наличными со страховкой,"3",2020-01-17,Кредит наличными со страховкой,"111-222-400-509-518",2164635,"1",2023-01-01,,,false,2019-12-20
8864536,2023-01-01,2999-12-31,591363,3295101,135700,90,1465364,Кредит наличными со страховкой,"4",2021-07-10,Кредит наличными со страховкой,"703-448-686-763-112",3120935,"8",2023-01-01,,,false,2018-06-19
6193769,2023-01-01,2999-12-31,888305,3293622,111509,115,1840293,Кредит наличными со страховкой,"8",2020-07-15,Кредит наличными со страховкой,"635-914-781-351-676",3792169,"5",2023-01-01,,,false,2018-11-29
8999589,2023-01-01,2999-12-31,823002,3739100,185196,22,1115747,Ипотека,"4",2020-01-17,Ипотека,"327-781-750-648-663",2270845,"8",2023-01-01,,,false,2018-12-17
2167169,2023-01-01,2999-12-31,813988,3347241,238781,60,1001514,Автокредит,"3",2020-07-15,Автокредит,"121-341-962-327-243",4481003,"1",2023-01-01,,,false,2018-05-16
8425286,2023-01-01,2999-12-31,763883,3939297,200509,119,1233329,Кредит наличными,"4",2021-07-10,Кредит наличными,"507-978-844-314-334",2638190,"8",2023-01-01,,,false,2018-02-18
8043124,2023-01-01,2999-12-31,506055,3980374,414751,67,1020663,Автокредит,"4",2020-07-15,Автокредит,"660-102-262-105-537",5031462,"8",2023-01-01,,,false,2018-08-26
5982323,2023-01-01,2999-12-31,853859,3967495,125638,31,1305403,Ипотека,"2",2022-01-06,Ипотека,"899-845-500-372-807",2452935,"4",2023-01-01,,,false,2018-11-10
2108135,2023-01-01,2999-12-31,970091,3098446,459572,106,1497825,Кредит наличными со страховкой,"3",2021-07-10,Кредит наличными со страховкой,"591-994-655-694-269",5586479,"1",2023-01-01,,,false,2018-06-27
8195540,2023-01-01,2999-12-31,902083,3532651,125536,114,1498060,Кредит наличными,"4",2022-01-06,Кредит наличными,"704-654-865-896-874",1196732,"8",2023-01-01,,,false,2018-03-12
7925720,2023-01-01,2999-12-31,925572,3291655,479942,112,1519273,Кредит наличными со страховкой,"5",2020-01-17,Кредит наличными со страховкой,"922-127-376-319-852",4900862,"7",2023-01-01,,,false,2018-04-28
6134225,2023-01-01,2999-12-31,589686,3226536,230990,104,1571873,Кредит наличными со страховкой,"8",2021-07-10,Кредит наличными со страховкой,"782-594-500-547-413",1395719,"5",2023-01-01,,,false,2019-11-06
6769355,2023-01-01,2999-12-31,669826,3273189,353981,60,1894811,Ипотека,"8",2020-07-15,Ипотека,"294-757-967-384-804",3463051,"5",2023-01-01,,,false,2019-07-18
5026837,2023-01-01,2999-12-31,719249,3467292,119950,110,1318326,Кредит наличными со страховкой,"2",2021-07-10,Кредит наличными со страховкой,"751-174-588-459-545",1361127,"4",2023-01-01,,,false,2019-07-13
3794781,2023-01-01,2999-12-31,669045,3642293,409032,94,1630746,Кредит наличными,"6",2020-07-15,Кредит наличными,"790-900-757-369-215",4492511,"2",2023-01-01,,,false,2018-12-24
6738440,2023-01-01,2999-12-31,733249,3888842,407746,28,1881077,Кредит наличными со страховкой,"8",2020-01-17,Кредит наличными со страховкой,"553-189-544-650-385",2390680,"5",2023-01-01,,,false,2019-09-18
2243882,2023-01-01,2999-12-31,859432,3604582,331736,61,1025520,Ипотека,"3",2021-01-11,Ипотека,"511-112-860-371-619",2807260,"1",2023-01-01,,,false,2019-08-30
2508568,2023-01-01,2999-12-31,974600,3360465,300503,40,1847996,Кредит наличными,"3",2021-01-11,Кредит наличными,"915-597-207-489-780",3957705,"1",2023-01-01,,,false,2018-05-25
3026843,2023-01-01,2999-12-31,527838,3949874,161095,17,1772058,Ипотека,"6",2020-01-17,Ипотека,"626-497-267-492-982",5100757,"2",2023-01-01,,,false,2018-02-09
3022196,2023-01-01,2999-12-31,595917,3370987,212448,22,1357180,Кредит наличными,"6",2021-01-11,Кредит наличными,"218-718-650-596-238",2554466,"2",2023-01-01,,,false,2019-06-25
7695844,2023-01-01,2999-12-31,861583,3836157,498882,25,1613706,Автокредит,"5",2020-07-15,Автокредит,"751-295-983-614-102",986796,"7",2023-01-01,,,false,2019-08-31
8179019,2023-01-01,2999-12-31,996194,3326287,134689,29,1439703,Автокредит,"4",2020-07-15,Автокредит,"176-833-735-745-104",2266171,"8",2023-01-01,,,false,2018-03-14
4201438,2023-01-01,2999-12-31,966238,3920112,103147,48,1754036,Автокредит,"1",2022-01-06,Автокредит,"425-910-492-722-213",1794509,"3",2023-01-01,,,false,2018-06-29
4209869,2023-01-01,2999-12-31,849305,3163266,427494,29,1624276,Ипотека,"1",2022-01-06,Ипотека,"702-611-702-388-988",4081937,"3",2023-01-01,,,false,2018-03-18
7284941,2023-01-01,2999-12-31,894875,3971623,409186,11,1660651,Кредит наличными со страховкой,"5",2021-07-10,Кредит наличными со страховкой,"761-676-456-850-105",4433406,"7",2023-01-01,,,false,2019-05-10
3918690,2023-01-01,2999-12-31,772646,3041249,116256,69,1396710,Кредит наличными со страховкой,"6",2022-01-06,Кредит наличными со страховкой,"690-558-381-289-386",2867486,"2",2023-01-01,,,false,2019-04-10
3397202,2023-01-01,2999-12-31,747389,3828520,350705,106,1422391,Автокредит,"6",2021-07-10,Автокредит,"240-389-702-501-357",1460205,"2",2023-01-01,,,false,2019-02-18
7646690,2023-01-01,2999-12-31,838563,3732573,235722,39,1862567,Кредит наличными со страховкой,"5",2020-07-15,Кредит наличными со страховкой,"494-335-363-823-587",4425583,"7",2023-01-01,,,false,2018-09-05
3955903,2023-01-01,2999-12-31,824726,3097084,115916,90,1843044,Ипотека,"6",2020-01-17,Ипотека,"725-234-962-639-421",1044000,"2",2023-01-01,,,false,2019-02-10
2347432,2023-01-01,2999-12-31,566005,3147394,166597,125,1233113,Кредит наличными,"3",2020-07-15,Кредит наличными,"564-643-455-474-229",2210584,"1",2023-01-01,,,false,2019-05-29
8152511,2023-01-01,2999-12-31,794584,3365974,449457,32,1622355,Ипотека,"4",2021-07-10,Ипотека,"221-958-831-970-776",573639,"8",2023-01-01,,,false,2019-10-24
6067914,2023-01-01,2999-12-31,951177,3361896,230815,25,1930436,Ипотека,"8",2022-01-06,Ипотека,"500-401-400-794-625",4888381,"5",2023-01-01,,,false,2018-03-10
4030665,2023-01-01,2999-12-31,587186,3570239,283307,41,1730556,Ипотека,"1",2022-01-06,Ипотека,"199-688-699-358-946",2522765,"3",2023-01-01,,,false,2019-05-14
7430579,2023-01-01,2999-12-31,601429,3136698,107577,125,1510255,Кредит наличными со страховкой,"5",2021-01-11,Кредит наличными со страховкой,"606-667-945-154-719",738487,"7",2023-01-01,,,false,2019-12-24
3708325,2023-01-01,2999-12-31,858416,3604507,213093,85,1851643,Кредит наличными со страховкой,"6",2021-01-11,Кредит наличными со страховкой,"764-747-490-714-323",2569221,"2",2023-01-01,,,false,2018-04-14
6565851,2023-01-01,2999-12-31,720615,3413699,438937,52,1824480,Кредит наличными со страховкой,"8",2021-07-10,Кредит наличными со страховкой,"608-582-953-514-907",3751314,"5",2023-01-01,,,false,2019-04-20
4893257,2023-01-01,2999-12-31,777796,3659078,170035,66,1251722,Ипотека,"1",2022-01-06,Ипотека,"449-350-615-422-131",904022,"3",2023-01-01,,,false,2019-03-24
6562992,2023-01-01,2999-12-31,669644,3819940,105356,81,1295269,Автокредит,"8",2022-01-06,Автокредит,"889-424-107-422-473",4155340,"5",2023-01-01,,,false,2018-11-05
5721464,2023-01-01,2999-12-31,501364,3093234,378469,81,1576512,Кредит наличными со страховкой,"2",2021-07-10,Кредит наличными со страховкой,"570-567-922-541-148",4268696,"4",2023-01-01,,,false,2019-03-11
2479686,2023-01-01,2999-12-31,506772,3938536,231247,64,1384275,Ипотека,"3",2021-07-10,Ипотека,"827-931-806-286-641",1483088,"1",2023-01-01,,,false,2019-09-13
3880495,2023-01-01,2999-12-31,855513,3173343,103264,66,1692433,Автокредит,"6",2022-01-06,Автокредит,"473-893-745-555-561",473130,"2",2023-01-01,,,false,2019-08-16
7163265,2023-01-01,2999-12-31,639416,3709929,357202,110,1611536,Ипотека,"5",2021-07-10,Ипотека,"206-987-951-882-779",4845873,"7",2023-01-01,,,false,2018-06-11
6689365,2023-01-01,2999-12-31,605994,3259694,297906,56,1092684,Кредит наличными,"8",2022-01-06,Кредит наличными,"789-858-612-708-339",2461175,"5",2023-01-01,,,false,2019-12-26
4092854,2023-01-01,2999-12-31,649360,3276854,136363,24,1360658,Кредит наличными со страховкой,"1",2021-07-10,Кредит наличными со страховкой,"978-187-951-174-671",2606034,"3",2023-01-01,,,false,2019-05-03
8881066,2023-01-01,2999-12-31,533673,3418946,339248,29,1543284,Автокредит,"4",2020-01-17,Автокредит,"666-536-283-163-723",5643702,"8",2023-01-01,,,false,2019-12-14
4256740,2023-01-01,2999-12-31,518890,3429350,188232,81,1090072,Ипотека,"1",2021-07-10,Ипотека,"272-578-389-863-569",5328464,"3",2023-01-01,,,false,2018-03-29
6808851,2023-01-01,2999-12-31,578355,3774310,326418,121,1845732,Ипотека,"8",2021-07-10,Ипотека,"955-344-515-240-340",4232037,"5",2023-01-01,,,false,2018-12-31
4496220,2023-01-01,2999-12-31,983006,3031250,159661,68,1556606,Автокредит,"1",2022-01-06,Автокредит,"224-812-146-185-558",686834,"3",2023-01-01,,,false,2019-10-26
2027473,2023-01-01,2999-12-31,501333,3941433,352510,66,1607713,Автокредит,"3",2021-01-11,Автокредит,"170-689-151-888-364",5638275,"1",2023-01-01,,,false,2018-05-28
8889194,2023-01-01,2999-12-31,640251,3772062,183448,37,1960425,Кредит наличными со страховкой,"4",2020-07-15,Кредит наличными со страховкой,"616-963-106-328-638",2321070,"8",2023-01-01,,,false,2019-10-31
7615442,2023-01-01,2999-12-31,825738,3226053,154977,57,1684525,Автокредит,"5",2021-07-10,Автокредит,"311-118-198-854-254",4355275,"7",2023-01-01,,,false,2018-07-10
5655637,2023-01-01,2999-12-31,959645,3740267,472982,31,1187030,Кредит наличными,"2",2022-01-06,Кредит наличными,"782-197-203-330-823",1947756,"4",2023-01-01,,,false,2019-06-18
4519353,2023-01-01,2999-12-31,876377,3734075,270994,64,1105709,Ипотека,"1",2020-07-15,Ипотека,"154-661-311-833-143",4700121,"3",2023-01-01,,,false,2018-02-05
8541844,2023-01-01,2999-12-31,946704,3975499,158719,120,1336212,Автокредит,"4",2022-01-06,Автокредит,"566-937-612-656-502",2980543,"8",2023-01-01,,,false,2019-04-14
4617012,2023-01-01,2999-12-31,535671,3173945,288568,129,1212871,Кредит наличными,"1",2021-01-11,Кредит наличными,"937-579-806-480-731",2315190,"3",2023-01-01,,,false,2018-06-01
6816581,2023-01-01,2999-12-31,970202,3230699,457112,22,1896419,Ипотека,"8",2020-07-15,Ипотека,"738-593-144-944-157",2387041,"5",2023-01-01,,,false,2018-10-29
2595706,2023-01-01,2999-12-31,990280,3878057,213273,44,1685934,Автокредит,"3",2021-07-10,Автокредит,"972-755-511-210-630",2489358,"1",2023-01-01,,,false,2019-05-11
6954219,2023-01-01,2999-12-31,970725,3058140,223617,21,1462969,Автокредит,"8",2022-01-06,Автокредит,"751-133-987-212-319",4047409,"5",2023-01-01,,,false,2019-01-09
2448157,2023-01-01,2999-12-31,739080,3451629,133063,114,1897611,Ипотека,"3",2020-01-17,Ипотека,"121-567-876-964-737",4511045,"1",2023-01-01,,,false,2018-08-14
5463152,2023-01-01,2999-12-31,733496,3915809,154110,34,1014326,Ипотека,"2",2022-01-06,Ипотека,"360-838-444-107-713",5012887,"4",2023-01-01,,,false,2019-07-25
5023830,2023-01-01,2999-12-31,755155,3427533,383282,24,1249387,Ипотека,"2",2021-01-11,Ипотека,"902-869-515-201-300",4856406,"4",2023-01-01,,,false,2019-10-06
7991950,2023-01-01,2999-12-31,836845,3864814,188671,63,1090279,Кредит наличными со страховкой,"5",2021-07-10,Кредит наличными со страховкой,"522-324-288-182-379",2741809,"7",2023-01-01,,,false,2019-01-25
7837018,2023-01-01,2999-12-31,775145,3859172,492560,118,1808405,Ипотека,"5",2020-01-17,Ипотека,"253-522-542-116-560",4061553,"7",2023-01-01,,,false,2019-07-14
3998625,2023-01-01,2999-12-31,803700,3156079,356719,37,1181907,Автокредит,"6",2021-01-11,Автокредит,"905-144-158-561-867",5627061,"2",2023-01-01,,,false,2019-03-28
6594216,2023-01-01,2999-12-31,851435,3655105,453498,25,1448931,Ипотека,"8",2022-01-06,Ипотека,"814-924-111-348-896",1231875,"5",2023-01-01,,,false,2019-06-25
2042684,2023-01-01,2999-12-31,710270,3180320,236130,98,1003337,Кредит наличными,"3",2022-01-06,Кредит наличными,"498-211-625-401-555",1418385,"1",2023-01-01,,,false,2019-08-06
6349056,2023-01-01,2999-12-31,794457,3215297,235191,63,1835894,Кредит наличными,"8",2021-07-10,Кредит наличными,"953-319-296-151-267",4811745,"5",2023-01-01,,,false,2018-02-20
5908218,2023-01-01,2999-12-31,834683,3095264,358691,50,1389050,Ипотека,"2",2020-01-17,Ипотека,"778-525-810-448-338",5526434,"4",2023-01-01,,,false,2018-05-01
5433705,2023-01-01,2999-12-31,726969,3854908,248930,75,1405882,Автокредит,"2",2022-01-06,Автокредит,"192-349-360-698-889",2170669,"4",2023-01-01,,,false,2019-06-08
5405294,2023-01-01,2999-12-31,762197,3184378,320521,90,1795063,Кредит наличными,"2",2022-01-06,Кредит наличными,"820-119-240-639-476",625372,"4",2023-01-01,,,false,2018-09-13
6450033,2023-01-01,2999-12-31,704427,3346263,316382,83,1302853,Автокредит,"8",2020-01-17,Автокредит,"906-550-730-696-104",5086250,"5",2023-01-01,,,false,2019-04-30
4641554,2023-01-01,2999-12-31,954143,3166195,243439,12,1454300,Кредит наличными со страховкой,"1",2021-01-11,Кредит наличными со страховкой,"892-719-133-481-934",4349048,"3",2023-01-01,,,false,2018-05-26
4885006,2023-01-01,2999-12-31,984105,3890233,188226,80,1441936,Автокредит,"1",2021-07-10,Автокредит,"813-116-180-226-450",4578544,"3",2023-01-01,,,false,2018-07-21
6089541,2023-01-01,2999-12-31,701102,3096479,490185,48,1650593,Кредит наличными со страховкой,"8",2022-01-06,Кредит наличными со страховкой,"449-298-581-427-860",1170791,"5",2023-01-01,,,false,2019-11-02
2824457,2023-01-01,2999-12-31,967988,3897462,415803,108,1807479,Ипотека,"3",2021-07-10,Ипотека,"553-543-474-594-432",2862230,"1",2023-01-01,,,false,2019-10-09
3219429,2023-01-01,2999-12-31,923799,3523077,248041,10,1685243,Автокредит,"6",2020-01-17,Автокредит,"669-151-545-796-380",3334110,"2",2023-01-01,,,false,2018-11-19
7843362,2023-01-01,2999-12-31,835262,3814580,342703,127,1609811,Кредит наличными со страховкой,"5",2020-07-15,Кредит наличными со страховкой,"429-773-210-378-587",577106,"7",2023-01-01,,,false,2019-01-06
3360010,2023-01-01,2999-12-31,974313,3279320,444915,50,1619278,Кредит наличными,"6",2022-01-06,Кредит наличными,"435-191-883-612-167",2858181,"2",2023-01-01,,,false,2018-07-18
4282051,2023-01-01,2999-12-31,527107,3992888,451380,51,1442691,Ипотека,"1",2020-01-17,Ипотека,"615-631-233-908-113",5260225,"3",2023-01-01,,,false,2019-04-20
8472291,2023-01-01,2999-12-31,583890,3119400,186484,102,1855575,Ипотека,"4",2020-01-17,Ипотека,"118-934-402-556-811",3440904,"8",2023-01-01,,,false,2019-04-24
8857075,2023-01-01,2999-12-31,896361,3573074,110546,122,1156538,Кредит наличными со страховкой,"4",2021-01-11,Кредит наличными со страховкой,"217-134-222-415-246",1562862,"8",2023-01-01,,,false,2018-10-27
5426751,2023-01-01,2999-12-31,600202,3663001,337855,50,1548209,Ипотека,"2",2021-07-10,Ипотека,"566-409-304-946-478",2868603,"4",2023-01-01,,,false,2019-04-02
4673135,2023-01-01,2999-12-31,744231,3214897,210111,67,1220059,Кредит наличными со страховкой,"1",2020-01-17,Кредит наличными со страховкой,"755-368-272-723-862",5340680,"3",2023-01-01,,,false,2018-03-29
7450203,2023-01-01,2999-12-31,623421,3494549,483893,92,1219383,Автокредит,"5",2020-01-17,Автокредит,"697-539-386-950-191",2319728,"7",2023-01-01,,,false,2019-12-02
4812600,2023-01-01,2999-12-31,946295,3110493,313630,53,1220747,Кредит наличными,"1",2021-01-11,Кредит наличными,"889-821-416-766-710",2605981,"3",2023-01-01,,,false,2018-07-30
3937492,2023-01-01,2999-12-31,815074,3133144,200585,64,1369473,Кредит наличными со страховкой,"6",2021-01-11,Кредит наличными со страховкой,"335-177-313-419-473",4517386,"2",2023-01-01,,,false,2019-05-29
7872178,2023-01-01,2999-12-31,978549,3864172,462903,62,1304567,Автокредит,"5",2022-01-06,Автокредит,"379-254-232-182-353",2511222,"7",2023-01-01,,,false,2018-08-15
7536163,2023-01-01,2999-12-31,599131,3676961,141796,44,1231622,Кредит наличными,"5",2020-01-17,Кредит наличными,"621-782-552-792-423",2570931,"7",2023-01-01,,,false,2018-10-23
5966692,2023-01-01,2999-12-31,913996,3333954,311077,127,1324385,Автокредит,"2",2020-01-17,Автокредит,"391-571-202-193-272",4987468,"4",2023-01-01,,,false,2018-08-07
6286161,2023-01-01,2999-12-31,760682,3554158,234377,50,1337979,Ипотека,"8",2022-01-06,Ипотека,"940-202-187-280-918",2909913,"5",2023-01-01,,,false,2018-12-14
